GPU,CNT
"""NVIDIA Class 2 NVIDIA Corporation GeForce GTX 590/PCIe/SSE2""",2
"""MISC   Class 3 AMD AMD KAVERI (DRM 2.50.0, 5.13.0-28-generic, LLVM 12.0.1)""",2
"""MISC   Class 3 AMD AMD RENOIR (DRM 3.44.0, 5.16.7-1-MANJARO, LLVM 13.0.0)""",2
"""ATI    Class -1 ATI Technologies Inc. AMD Radeon Pro 5700 XT""",2
"""MISC   Class 3 AMD AMD RENOIR (DRM 3.40.0, 5.10.0-11-amd64, LLVM 11.0.1)""",2
"""MISC   Class 3 AMD AMD Radeon Vega 8 Graphics (raven, LLVM 13.0.1, DRM 3.42, 5.15.21-xanmod1-tt)""",2
"""MISC   Class 3 AMD AMD STONEY (DRM 3.41.0, 5.13.0-30-generic, LLVM 12.0.0)""",2
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon HD 7450""",2
"""MISC   Class 5 AMD AMD Radeon RX 6900 XT (SIENNA_CICHLID, DRM 3.44.0, 5.16.11-xanmod1-1, LLVM 12.0.1)""",2
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7640G + 8500M Dual Graphics""",2
"""MISC   Class 5 AMD AMD Radeon RX 6900 XT (SIENNA_CICHLID, DRM 3.42.0, 5.15.16-1-MANJARO, LLVM 13.0.0)""",2
"""MISC   Class 5 AMD AMD Radeon RX 6700 XT (NAVY_FLOUNDER, DRM 3.44.0, 5.16.10-arch1-1, LLVM 13.0.1)""",2
"""MISC   Class 4 AMD AMD RENOIR (DRM 3.41.0, 5.13.0-30-generic, LLVM 12.0.1)""",2
"""NVIDIA Class 1 NVIDIA Corporation GeForce GTX 750 Ti/PCIe/SSE2""",2
"""MISC   Class 5 X.Org Radeon RX 580 Series (POLARIS10, DRM 3.23.0, 4.15.0-163-generic, LLVM 10.0.0)""",2
"""MISC   Class 3 X.Org AMD SUMO (DRM 2.50.0 / 5.4.0-90-generic, LLVM 12.0.0)""",2
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon HD 7570M""",2
"""MISC   Class 5 AMD AMD Radeon RX 5500 XT (NAVI14, DRM 3.44.0, 5.16.0-arch1-1, LLVM 13.0.0)""",2
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM) HD 6620G           """,2
"""MISC   Class 5 X.Org AMD RAVEN (DRM 3.35.0, 5.4.0-99-generic, LLVM 9.0.1)""",2
"""NVIDIA Class 1 NVIDIA Corporation NVIDIA GeForce GTX 860M/PCIe/SSE2""",2
"""ATI    Class 3 ATI Technologies Inc. AMD RADEON HD 5450""",2
"""MISC   Class 4 AMD AMD Radeon(TM) Vega 6 Graphics (RAVEN, DRM 3.41.0, 5.13.0-27-generic, LLVM 12.0.0)""",2
"""NVIDIA Class 3 NVIDIA Corporation Quadro K2200M/PCIe/SSE2""",2
"""ATI    Class 5 ATI Technologies Inc. GPRO E9260""",2
"""NVIDIA Class 1 NVIDIA Corporation GeForce MX110/PCIe/SSE2""",2
"""MISC   Class 3 AMD AMD Radeon(TM) Vega 8 Graphics (RAVEN, DRM 3.35.0, 5.4.0-100-generic, LLVM 12.0.0)""",2
"""MISC   Class 4 AMD AMD Radeon Vega 8 Graphics (RAVEN, DRM 3.44.0, 5.16.8-1-default, LLVM 13.0.1)""",2
"""MISC   Class 5 X.Org AMD JUNIPER (DRM 2.50.0 / 5.4.0-97-generic, LLVM 12.0.0)""",2
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 6750""",2
"""MISC   Class 1 X.Org AMD RV620 (DRM 2.50.0 / 5.13.0-28-generic, LLVM 12.0.0)""",2
"""MISC   Class 5 AMD AMD RENOIR (DRM 3.43.0, 5.4.0-99-generic, LLVM 12.0.1)""",2
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM) HD 6480G                 """,2
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 8650G + 8750M Dual Graphics""",2
"""MISC   Class 1 AMD AMD KABINI (DRM 2.50.0, 5.4.0-97-generic, LLVM 12.0.0)""",2
"""ATI    Class 3 ATI Technologies Inc. Radeon (TM) Pro WX 4150 Graphics""",2
"""MISC   Class 3 AMD AMD Radeon(TM) Vega 8 Graphics (RAVEN, DRM 3.41.0, 5.13.0-27-generic, LLVM 12.0.0)""",2
"""NVIDIA Class 4 NVIDIA Corporation NVIDIA GeForce GTX 850A/PCIe/SSE2""",2
"""INTEL  Class 3 ATI Technologies Inc. AMD Radeon Pro 560X OpenGL Engine""",2
"""INTEL  Class 3 ATI Technologies Inc. AMD Radeon Pro 555 OpenGL Engine""",2
"""INTEL  Class 1 Intel Intel(R) HD Graphics 5500""",2
"""MISC   Class 0 Mesa/X.org llvmpipe (LLVM 11.0.1, 128 bits)""",2
"""ATI    Class 4 ATI Technologies Inc. Radeon Pro 575""",2
"""MISC   Class 5 AMD AMD Radeon RX 580 Series (POLARIS10, DRM 3.42.0, 5.15.0-kali3-amd64, LLVM 12.0.1)""",2
"""NVIDIA Class 4 NVIDIA Corporation GeForce RTX 3070 Laptop GPU/PCIe/SSE2""",2
"""NVIDIA Class 2 NVIDIA Corporation ION/integrated/SSE2""",2
"""MISC   Class 5 X.Org AMD CYPRESS (DRM 2.50.0 / 5.4.0-96-generic, LLVM 13.0.0)""",2
"""MISC   Class 3 X.Org AMD TURKS (DRM 2.50.0 / 5.15.0-18-generic, LLVM 12.0.1)""",2
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM) RX540""",2
"""ATI    Class 0 ATI Technologies Inc. ATI RADEON XPRESS 1100""",2
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon R9 360""",2
"""MISC   Class 2 X.Org AMD ARUBA (DRM 2.50.0 / 5.16.5-1-MANJARO, LLVM 12.0.1)""",2
"""NVIDIA Class 2 NVIDIA Corporation GeForce 8400M GT/PCIe/SSE2""",2
"""NVIDIA Class 3 NVIDIA Corporation GeForce 8600M GS/PCIe/SSE2""",2
"""MISC   Class 5 AMD AMD Radeon(TM) Vega 11 Graphics (RAVEN, DRM 3.40.0, 5.10.0-11-amd64, LLVM 11.0.1)""",2
"""MISC   Class 5 AMD AMD Radeon RX 6900 XT (SIENNA_CICHLID, DRM 3.43.0, 5.4.0-100-generic, LLVM 12.0.1)""",2
"""INTEL  Class 3 NVIDIA Corporation NVIDIA GeForce GT 650M OpenGL Engine""",2
"""NVIDIA Class 1 NVIDIA Corporation NVIDIA GeForce MX350/PCIe/SSE2""",2
"""ATI    Class 0 ATI Technologies Inc. Radeon RX 560 Series""",2
"""INTEL  Class 1 Intel Intel(R) HD Graphics Gen11""",2
"""MISC   Class 3 AMD AMD Radeon RX Vega (VEGA10, DRM 3.44.0, 5.16.8-arch1-1, LLVM 13.0.0)""",2
"""MISC   Class 5 nouveau NV167""",2
"""NVIDIA Class 3 NVIDIA Corporation Quadro M620/PCIe/SSE2""",2
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon (TM) R9 270""",2
"""ATI    Class 3 ATI Technologies Inc. Radeon Pro 560X""",2
"""NVIDIA Class 1 NVIDIA Corporation GeForce 9300 GE/PCIe/SSE2""",2
"""INTEL  Class 2 Intel Mesa Intel(R) HD Graphics 610 (KBL GT1)""",2
"""MISC   Class 3 AMD AMD KAVERI (DRM 2.50.0, 5.16.5-1-MANJARO, LLVM 13.0.0)""",2
"""NVIDIA Class 4 NVIDIA Corporation NVIDIA GeForce GTX 950A/PCIe/SSE2""",2
"""MISC   Class 5 AMD AMD Radeon RX 590 Series (POLARIS10, DRM 3.44.0, 5.16.2-1-MANJARO, LLVM 13.0.0)""",2
"""MISC   Class 5 AMD AMD Radeon RX 5700 XT (NAVI10, DRM 3.44.0, 5.16.5-200.fc35.x86_64, LLVM 12.0.1)""",2
"""MISC   Class 5 AMD AMD RENOIR (DRM 3.44.0, 5.16.5-1-default, LLVM 13.0.1)""",2
"""MISC   Class 5 AMD AMD RENOIR (DRM 3.40.0, 5.11.0-44-generic, LLVM 11.1.0)""",2
"""ATI    Class 0 ATI Technologies Inc. AMD Radeon(TM) RX Vega11 Graphics""",2
"""NVIDIA Class 2 NVIDIA Corporation NVIDIA GeForce GTX 1050 with Max-Q Design/PCIe/SSE2""",2
"""NVIDIA Class 2 NVIDIA Corporation GeForce 410M/PCI/SSE2""",2
"""NVIDIA Class 2 NVIDIA Corporation GeForce 320M/integrated/SSE2""",2
"""MISC   Class 5 AMD AMD RENOIR (DRM 3.44.0, 5.16.0-2-amd64, LLVM 12.0.1)""",2
"""NVIDIA Class 1 NVIDIA Corporation GeForce RTX 2070/PCIe/SSE2""",2
"""MISC   Class 5 AMD AMD Radeon RX 6900 XT (SIENNA_CICHLID, DRM 3.44.0, 5.16.3-xanmod1-1, LLVM 13.0.0)""",2
"""NVIDIA Class 3 NVIDIA Corporation Quadro 3000M/PCIe/SSE2""",2
"""MISC   Class 5 AMD AMD PITCAIRN (DRM 2.50.0, 5.13.0-28-generic, LLVM 12.0.1)""",2
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon R9 M380""",2
"""MISC   Class 5 Parallels and ATI Technologies Inc. Parallels using AMD Radeon Pro 5500M OpenGL Engine (Compat)""",2
"""ATI    Class 0 ATI Technologies Inc. ATI Radeon 3100 Graphics""",2
"""MISC   Class 5 AMD AMD Radeon RX 580 Series (POLARIS10, DRM 3.44.0, 5.16.8-200.fc35.x86_64, LLVM 13.0.0)""",2
"""MISC   Class 4 X.Org AMD ARUBA (DRM 2.50.0 / 5.3.0-64-generic, LLVM 9.0.0)""",2
"""MISC   Class 2 AMD AMD KAVERI (DRM 2.50.0, 5.13.0-28-generic, LLVM 12.0.1)""",2
"""MISC   Class 5 AMD AMD RENOIR (DRM 3.44.0, 5.16.2-1-MANJARO, LLVM 13.0.0)""",2
"""MISC   Class 5 AMD AMD Radeon RX 5700 XT (NAVI10, DRM 3.44.0, 5.16.4-zen1-1-zen, LLVM 13.0.0)""",2
"""NVIDIA Class 0 NVIDIA Corporation NVIDIA GeForce GTX 1650 SUPER/PCIe/SSE2""",2
"""MISC   Class 5 AMD AMD Radeon RX 5700 XT (NAVI10, DRM 3.44.0, 5.17.0-1-MANJARO, LLVM 13.0.1)""",2
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon (TM) R3 Graphics""",2
"""NVIDIA Class 2 NVIDIA Corporation GeForce GTX 560 Ti/PCIe/SSE2""",2
"""MISC   Class 3 X.Org AMD TURKS (DRM 2.50.0 / 5.13.0-30-generic, LLVM 12.0.0)""",2
"""MISC   Class 3 X.Org AMD CEDAR (DRM 2.50.0 / 5.13.0-28-generic, LLVM 12.0.0)""",2
"""NVIDIA Class 2 NVIDIA Corporation GeForce 8600 GT/PCIe/SSE2/3DNOW!""",2
"""ATI    Class 0 ATI Technologies Inc. AMD Radeon HD 7340 Graphics""",2
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GTX 980 OpenGL Engine""",2
"""NVIDIA Class 2 NVIDIA Corporation GeForce GTX 460 SE/PCIe/SSE2""",2
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon (TM) R7 370 Series""",2
"""NVIDIA Class 2 NVIDIA Corporation Quadro M1200/PCIe/SSE2""",2
"""MISC   Class 2 AMD AMD KAVERI (DRM 2.50.0, 5.13.0-27-generic, LLVM 12.0.0)""",2
"""NVIDIA Class 2 NVIDIA Corporation GeForce 8600 GS/PCIe/SSE2""",2
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon (TM) RX 560X""",2
"""NVIDIA Class 3 NVIDIA Corporation Quadro K4000/PCIe/SSE2""",2
"""MISC   Class 5 AMD AMD Radeon RX 580 Series (POLARIS10, DRM 3.42.0, 5.15.18-2-rt28-MANJARO, LLVM 13.0.0)""",2
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 6950""",2
"""ATI    Class -1 ATI Technologies Inc. Radeon(TM) RX 460 Graphics""",2
"""ATI    Class 2 ATI Technologies Inc. Radeon(TM) RX 560 Graphics""",2
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce RTX 2080 Ti/PCIe/SSE2""",2
"""NVIDIA Class 2 NVIDIA Corporation NVIDIA GeForce GTX 1650 with Max-Q Design/PCIe/SSE2""",2
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GTX 970M/PCIe/SSE2""",2
"""NVIDIA Class 5 NVIDIA Corporation Quadro M600M/PCIe/SSE2""",2
"""MISC   Class 4 X.Org AMD RAVEN (DRM 3.35.0, 5.4.0-58-generic, LLVM 11.0.0)""",2
"""MISC   Class 2 X.Org AMD PALM (DRM 2.50.0 / 5.13.0-25-generic, LLVM 10.0.0)""",2
"""NVIDIA Class 5 NVIDIA Corporation NVIDIA Graphics Device/PCIe/SSE2""",2
"""NVIDIA Class 4 NVIDIA Corporation GeForce RTX 2080 Super with Max-Q Design/PCIe/SSE2""",2
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 5700 Series""",2
"""ATI    Class 3 ATI Technologies Inc. ASUS EAH5770 Series""",2
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM) R7 360 Series""",2
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon Pro WX 2100 Graphics""",2
"""MISC   Class 5 AMD AMD RENOIR (DRM 3.44.0, 5.16.10-1-default, LLVM 13.0.1)""",2
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GTX 660 Ti/PCIe/SSE2""",2
"""NVIDIA Class 1 NVIDIA Corporation GeForce Go 7900 GS/PCI/SSE2""",2
"""NVIDIA Class 1 NVIDIA Corporation NVIDIA GeForce GTX 1650 with Max-Q Design/PCIe/SSE2""",2
"""MISC   Class 5 AMD AMD Radeon R9 200 Series (TONGA, DRM 3.44.0, 5.16.5-200.fc35.x86_64, LLVM 13.0.0)""",2
"""MISC   Class 1 X.Org AMD KABINI (DRM 2.50.0, 4.15.0-167-generic, LLVM 9.0.0)""",2
"""MISC   Class 4 AMD AMD Radeon (TM) R7 M340 (ICELAND, DRM 3.41.0, 5.13.0-30-generic, LLVM 12.0.0)""",2
"""NVIDIA Class 2 NVIDIA Corporation NVIDIA GeForce RTX 2080 with Max-Q Design/PCIe/SSE2""",2
"""MISC   Class 3 X.Org AMD CEDAR (DRM 2.50.0 / 4.15.0-169-generic, LLVM 10.0.0)""",2
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon R7 Graphics + R7 200 Dual Graphics""",2
"""MISC   Class 5 AMD AMD Radeon RX 590 Series (POLARIS10, DRM 3.44.0, 5.16.5-1-MANJARO, LLVM 13.0.0)""",2
"""MISC   Class 4 AMD AMD BONAIRE (DRM 2.50.0, 5.4.0-100-generic, LLVM 12.0.0)""",2
"""NVIDIA Class 1 NVIDIA Corporation GeForce 7600 GS/PCIe/SSE2""",2
"""MISC   Class 3 AMD AMD CARRIZO (DRM 3.41.0, 5.13.0-28-generic, LLVM 12.0.0)""",2
"""NVIDIA Class 2 NVIDIA Corporation NVIDIA GeForce RTX 2060 with Max-Q Design/PCIe/SSE2""",2
"""ATI    Class 0 ATI Technologies Inc. Radeon RX 590 Series""",2
"""NVIDIA Class 2 NVIDIA Corporation NVIDIA GeForce GTX 1660 SUPER/PCIe/SSE2""",2
"""NVIDIA Class 2 NVIDIA Corporation Quadro P400/PCIe/SSE2""",2
"""NVIDIA Class 4 NVIDIA Corporation Quadro M1200/PCIe/SSE2""",2
"""MISC   Class 4 Red Hat virgl""",2
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 6320 Graphics           """,2
"""NVIDIA Class 1 NVIDIA Corporation NVIDIA GeForce GTX 1070 with Max-Q Design/PCIe/SSE2""",2
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon HD 8240""",2
"""NVIDIA Class 1 NVIDIA Corporation NVIDIA GeForce GTX 1060 with Max-Q Design/PCIe/SSE2""",2
"""MISC   Class 5 AMD Radeon Vega Frontier Edition (VEGA10, DRM 3.40.0, 5.10.0-11-amd64, LLVM 11.0.1)""",2
"""NVIDIA Class 2 NVIDIA Corporation GeForce GTX 460/PCIe/SSE2""",2
"""ATI    Class 4 ATI Technologies Inc. ASUS R9 270X Series""",2
"""MISC   Class 5 AMD AMD Radeon RX 5700 XT (NAVI10, DRM 3.42.0, 5.15.23-76051523-generic, LLVM 12.0.1)""",2
"""MISC   Class 5 nouveau NVC4""",2
"""MISC   Class 2 X.Org AMD KABINI (DRM 2.50.0, 5.4.0-97-generic, LLVM 10.0.0)""",2
"""NVIDIA Class 0 NVIDIA Corporation GeForce GTX 960M/PCIe/SSE2""",2
"""NVIDIA Class 0 NVIDIA Corporation GeForce MX350/PCIe/SSE2""",2
"""MISC   Class 5 Parallels and ATI Technologies Inc. Parallels using AMD Radeon R9 M395X OpenGL Engine (Compat)""",2
"""MISC   Class 5 AMD AMD Radeon R9 200 Series (TONGA, DRM 3.35.0, 5.4.0-96-generic, LLVM 12.0.0)""",2
"""ATI    Class 2 ATI Technologies Inc. ATI Radeon HD 6250""",2
"""ATI    Class 5 ATI Technologies Inc. AMD RadeonT R7 450""",2
"""MISC   Class 3 AMD AMD KAVERI (DRM 2.50.0, 5.10.0-10-amd64, LLVM 11.0.1)""",2
"""MISC   Class 4 AMD AMD Radeon Vega 11 Graphics (RAVEN, DRM 3.44.0, 5.16.3-artix1-1, LLVM 13.0.0)""",2
"""MISC   Class 5 AMD AMD Radeon (TM) Pro WX 3200 Series (POLARIS12, DRM 3.44.0, 5.16.0-9.1-liquorix-amd64, LLVM 12.0.1)""",2
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon(TM) R9 270""",2
"""MISC   Class 5 AMD AMD PITCAIRN (DRM 2.50.0, 5.13.19-2-MANJARO, LLVM 13.0.0)""",2
"""INTEL  Class 1 Intel Open Source Technology Center Mesa DRI Intel(R) HD Graphics (Cherrytrail) """,2
"""NVIDIA Class 1 NVIDIA Corporation GeForce 830A/PCIe/SSE2""",2
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 970M/PCIe/SSE2""",2
"""NVIDIA Class 1 NVIDIA Corporation NVIDIA GeForce GTX 1660 Ti/PCIe/SSE2""",2
"""ATI    Class 4 ATI Technologies Inc. Radeon(TM) RX 480""",2
"""NVIDIA Class 3 NVIDIA Corporation GeForce 710A/PCIe/SSE2""",2
"""NVIDIA Class 1 NVIDIA Corporation GeForce Go 6200/PCI/SSE2""",2
"""NVIDIA Class 2 NVIDIA Corporation GeForce MX450/PCIe/SSE2""",2
"""MISC   Class 3 Mesa/X.org llvmpipe (LLVM 12.0.0, 256 bits)""",2
"""MISC   Class 2 AMD AMD Radeon Vega 3 Graphics (RAVEN, DRM 3.44.0, 5.16.2-1-MANJARO, LLVM 13.0.0)""",2
"""NVIDIA Class 4 NVIDIA Corporation NVIDIA GeForce GTX 670/PCIe/SSE2""",2
"""MISC   Class 5 AMD AMD HAWAII (DRM 2.50.0, 5.15.16-gentoo-x86_64, LLVM 13.0.0)""",2
"""ATI    Class 0 ATI Technologies Inc. AMD Radeon(TM) Vega 9 Graphics""",2
"""MISC   Class 4 AMD AMD RAVEN (DRM 3.41.0, 5.13.0-27-generic, LLVM 12.0.0)""",2
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 6950""",2
"""MISC   Class 5 AMD AMD Radeon RX 6700 XT (NAVY_FLOUNDER, DRM 3.44.0, 5.16.11-200.fc35.x86_64, LLVM 13.0.0)""",2
"""NVIDIA Class 3 NVIDIA Corporation Quadro RTX 5000/PCIe/SSE2""",2
"""MISC   Class 1 Mesa/X.org llvmpipe (LLVM 11.0.1, 256 bits)""",2
"""MISC   Class 5 AMD AMD Radeon RX 580 Series (polaris10, LLVM 12.0.0, DRM 3.44, 5.16.7-051607-generic)""",2
"""MISC   Class 5 nouveau NVAF""",2
"""MISC   Class 3 AMD AMD Radeon Vega 8 Graphics (RAVEN, DRM 3.44.0, 5.16.11-200.fc35.x86_64, LLVM 13.0.0)""",2
"""NVIDIA Class 0 NVIDIA Corporation NVIDIA GeForce GTX 1060 6GB/PCIe/SSE2""",2
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon(TM) R9 M375""",2
"""MISC   Class 5 AMD AMD RENOIR (DRM 3.44.0, 5.16.9-zen1-1-zen, LLVM 13.0.1)""",2
"""MISC   Class 3 AMD AMD Radeon R7 Graphics (CARRIZO, DRM 3.44.0, 5.16.7-arch1-1, LLVM 13.0.0)""",2
"""MISC   Class 0 Mesa/X.org llvmpipe (LLVM 12.0.1, 128 bits)""",2
"""NVIDIA Class 1 NVIDIA Corporation GeForce GT 230/PCI/SSE2""",2
"""NVIDIA Class 2 NVIDIA Corporation GeForce 605/PCIe/SSE2""",2
"""MISC   Class 5 AMD AMD Radeon (TM) R9 Fury Series (FIJI, DRM 3.40.0, 5.11.0-43-generic, LLVM 12.0.1)""",2
"""MISC   Class 3 AMD AMD Radeon R6 Graphics (CARRIZO, DRM 3.41.0, 5.13.1-187.current, LLVM 13.0.0)""",2
"""MISC   Class 5 AMD AMD Radeon RX 570 Series (POLARIS10, DRM 3.42.0, 5.14.21-2-MANJARO, LLVM 13.0.1)""",2
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon Pro WX 3200 Series""",2
"""NVIDIA Class -1 NVIDIA Corporation GeForce GT 710/PCIe/SSE2""",2
"""NVIDIA Class 2 NVIDIA Corporation GeForce GTX 1050 with Max-Q Design/PCIe/SSE2""",2
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GTX 770/PCIe/SSE2""",2
"""MISC   Class 5 nouveau NVC1""",2
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 675M/PCIe/SSE2""",2
"""ATI    Class 3 ATI Technologies Inc. ASUS EAH6570 Series""",2
"""ATI    Class 3 ATI Technologies Inc. Radeon (TM) RX 560X""",2
"""INTEL  Class 3 Intel Mesa Intel(R) HD Graphics 3000 (SNB GT2)""",2
"""ATI    Class 1 ATI Technologies Inc. Radeon X1950 Series""",2
"""ATI    Class 4 ATI Technologies Inc. AMD FirePro W2100 (FireGL V) Graphics Adapter""",2
"""MISC   Class 5 AMD AMD Radeon RX 560 Series (polaris11, LLVM 13.0.0, DRM 3.40, 5.11.0-49-generic)""",2
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA NVS 510/PCIe/SSE2""",2
"""MISC   Class 0 AMD AMD KABINI (DRM 2.50.0, 5.13.0-27-generic, LLVM 12.0.0)""",2
"""MISC   Class 5 AMD AMD Radeon RX 580 Series (POLARIS10, DRM 3.40.0, 5.10.102-1-MANJARO, LLVM 13.0.1)""",2
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon (TM) R7 350""",2
"""MISC   Class 3 Parallels and ATI Technologies Inc. Parallels using AMD Radeon Pro 580X OpenGL Engine (Compat)""",2
"""NVIDIA Class 4 NVIDIA Corporation NVIDIA GeForce GTX 870M/PCIe/SSE2""",2
"""NVIDIA Class 1 NVIDIA Corporation GeForce RTX 2070 with Max-Q Design/PCIe/SSE2""",2
"""MISC   Class 5 AMD AMD Radeon RX 470 Graphics (POLARIS10, DRM 3.44.0, 5.16.7-zen1-1-zen, LLVM 13.0.0)""",2
"""MISC   Class 5 nouveau NV168""",2
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon Pro 5700""",2
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 1660 SUPER/PCIe/SSE2""",2
"""MISC   Class 3 X.Org AMD PALM (DRM 2.50.0 / 5.13.0-28-generic, LLVM 12.0.0)""",2
"""MISC   Class 0 AMD AMD KABINI (DRM 2.50.0, 5.4.0-96-generic, LLVM 12.0.0)""",2
"""ATI    Class -1 ATI Technologies Inc. Radeon(TM) RX 480""",2
"""ATI    Class 1 ATI Technologies Inc. AMD Radeon HD 7400M Series""",2
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 7470""",2
"""NVIDIA Class 4 NVIDIA Corporation Quadro M4000/PCIe/SSE2""",2
"""INTEL  Class 2 Intel Mesa Intel(R) UHD Graphics 615 (AML-KBL)""",2
"""MISC   Class 2 AMD AMD Radeon Vega 3 Graphics (RAVEN, DRM 3.44.0, 5.16.5-1-MANJARO, LLVM 13.0.0)""",2
"""MISC   Class 5 AMD AMD Radeon HD 7900 Series (TAHITI, DRM 3.42.0, 5.15.25-1-MANJARO, LLVM 13.0.1)""",2
"""NVIDIA Class 0 NVIDIA Corporation GeForce 820M/PCIe/SSE2""",2
"""MISC   Class 2 AMD AMD KAVERI (DRM 2.50.0, 5.10.0-11-amd64, LLVM 11.0.1)""",2
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GTX 1660 Ti with Max-Q Design/PCIe/SSE2""",2
"""MISC   Class 5 AMD AMD Radeon RX 590 Series (POLARIS10, DRM 3.44.0, 5.17.0-rc2+, LLVM 13.0.0)""",2
"""MISC   Class 1 X.Org AMD RV770 (DRM 2.50.0 / 5.4.0-100-generic, LLVM 13.0.0)""",2
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce RTX 2060 SUPER/PCIe/SSE2""",2
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GPU/PCIe/SSE2""",2
"""MISC   Class 5 AMD AMD Radeon RX 6900 XT (SIENNA_CICHLID, DRM 3.40.0, 5.10.0-11-amd64, LLVM 12.0.1)""",2
"""NVIDIA Class 1 NVIDIA Corporation GeForce GTX 1660 Ti/PCIe/SSE2""",2
"""MISC   Class 5 AMD AMD RENOIR (DRM 3.42.0, 5.14.0-1021-oem, LLVM 12.0.0)""",2
"""ATI    Class 2 ATI Technologies Inc. ASUS EAH5450""",2
"""MISC   Class 5 AMD AMD Radeon (TM) R9 380 Series (TONGA, DRM 3.41.0, 5.13.0-27-generic, LLVM 12.0.0)""",2
"""INTEL  Class 2 Intel Mesa Intel(R) HD Graphics (BYT)""",2
"""ATI    Class 3 ATI Technologies Inc. ATI Mobility Radeon HD 4300 Series""",2
"""ATI    Class 0 ATI Technologies Inc. Radeon Pro 570X""",2
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 6250 Graphics        """,2
"""MISC   Class 5 Parallels and ATI Technologies Inc. Parallels using AMD Radeon Pro 5300 OpenGL Engine (Compat)""",2
"""ATI    Class 5 ATI Technologies Inc. Radeon Pro 575X""",2
"""MISC   Class 5 AMD AMD Radeon RX 470 Graphics (POLARIS10, DRM 3.40.0, 5.10.98-1-MANJARO, LLVM 13.0.0)""",2
"""MISC   Class 1 X.Org R300 Project ATI RC410""",2
"""MISC   Class 5 AMD Radeon RX 550 Series (POLARIS11, DRM 3.41.0, 5.4.0-100-generic, LLVM 12.0.0)""",2
"""MISC   Class 5 AMD Radeon RX 550 Series (POLARIS11, DRM 3.41.0, 5.13.0-27-generic, LLVM 12.0.0)""",2
"""MISC   Class 1 X.Org AMD KABINI (DRM 2.50.0, 5.4.0-97-generic, LLVM 10.0.0)""",2
"""MISC   Class 5 AMD AMD Radeon RX 6900 XT (SIENNA_CICHLID, DRM 3.41.0, 5.13.0-27-generic, LLVM 12.0.0)""",2
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 6870""",2
"""MISC   Class 5 AMD AMD Radeon (TM) R9 Fury Series (FIJI, DRM 3.41.0, 5.13.0-28-generic, LLVM 13.0.0)""",2
"""NVIDIA Class 2 NVIDIA Corporation NVIDIA GeForce GTX 1070 with Max-Q Design/PCIe/SSE2""",2
"""MISC   Class 4 AMD AMD RENOIR (DRM 3.41.0, 5.13.0-30-generic, LLVM 12.0.0)""",2
"""NVIDIA Class 2 NVIDIA Corporation NVIDIA GeForce GTX 950M/PCIe/SSE2""",2
"""MISC   Class 5 AMD AMD Radeon Vega 11 Graphics (RAVEN, DRM 3.42.0, 5.15.24_1, LLVM 12.0.1)""",1
