GPU,CNT
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 8400 / R3 Series""",2809
"""ATI    Class 5 ATI Technologies Inc. Radeon(TM) RX 550""",2806
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon R7 M260""",2806
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 1050/PCIe/SSE2""",2801
"""INTEL  Class 3 Intel Intel(R) HD Graphics 400""",2783
"""NVIDIA Class 3 NVIDIA Corporation NVS 5200M/PCIe/SSE2""",2777
"""NVIDIA Class 5 NVIDIA Corporation Quadro K620/PCIe/SSE2""",2771
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 460/PCIe/SSE2""",2764
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTX 560/PCIe/SSE2""",2764
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM) RX Vega 11 Graphics""",2758
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon Pro 455 OpenGL Engine""",2753
"""NVIDIA Class 4 NVIDIA Corporation GeForce GT 630/PCIe/SSE2""",2702
"""ATI    Class 3 ATI Technologies Inc. Radeon(TM) 520""",2690
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GTX 680MX OpenGL Engine""",2668
"""NVIDIA Class 5 NVIDIA Corporation GeForce GPU/PCIe/SSE2""",2641
"""ATI    Class 4 ATI Technologies Inc. Radeon (TM) R7 M445""",2618
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7500M/7600M Series""",2602
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon RX 580 OpenGL Engine""",2568
"""NVIDIA Class 4 NVIDIA Corporation GeForce GT 745M/PCIe/SSE2""",2560
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon Pro 5700 XT OpenGL Engine""",2552
"""NVIDIA Class 3 NVIDIA Corporation GeForce 9400 GT/PCIe/SSE2""",2551
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon Pro 5300 OpenGL Engine""",2536
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 520M/PCIe/SSE2""",2515
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon Pro 575X OpenGL Engine""",2514
"""NVIDIA Class 5 NVIDIA Corporation GeForce RTX 2070 Super with Max-Q Design/PCIe/SSE2""",2509
"""NVIDIA Class 5 NVIDIA Corporation Quadro RTX 5000/PCIe/SSE2""",2497
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 950M/PCIe/SSE2""",2460
"""NVIDIA Class 4 NVIDIA Corporation GeForce GT 755M/PCIe/SSE2""",2439
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 440/PCIe/SSE2""",2381
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 8470D""",2343
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM) Vega 8 Graphics """,2337
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon Pro 5500 XT OpenGL Engine""",2333
"""NVIDIA Class 5 NVIDIA Corporation Quadro P1000/PCIe/SSE2""",2298
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 530/PCIe/SSE2""",2291
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 8370D""",2230
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon HD 6900 Series""",2219
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7400M Series""",2208
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTX TITAN/PCIe/SSE2""",2205
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7000 series""",2182
"""NVIDIA Class 5 NVIDIA Corporation Quadro K2200/PCIe/SSE2""",2164
"""NVIDIA Class 3 NVIDIA Corporation NVS 4200M/PCIe/SSE2""",2143
"""INTEL  Class 3 Intel Intel(R) HD Graphics 615""",2136
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 8570D""",2105
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 240/PCIe/SSE2""",2103
"""NVIDIA Class 4 NVIDIA Corporation GeForce GT 820M/PCIe/SSE2""",2099
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce 9400M OpenGL Engine""",2093
"""INTEL  Class 3 Intel Intel(R) Iris(TM) Graphics 6100""",2082
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 6530D""",2082
"""ATI    Class 2 ATI Technologies Inc. ATI Radeon 3000 Graphics""",2077
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 8400""",2077
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 6970M OpenGL Engine""",2074
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTX 780 Ti/PCIe/SSE2""",2070
"""NVIDIA Class 3 NVIDIA Corporation Quadro 2000/PCIe/SSE2""",2068
"""INTEL  Class 4 Intel Intel(R) Iris(R) Plus Graphics 640""",2068
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 1060/PCIe/SSE2""",2053
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTX 880M/PCIe/SSE2""",2052
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTX 1650 Ti with Max-Q Design/PCIe/SSE2""",2034
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce 320M OpenGL Engine""",2009
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7560D""",2007
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon R9 200 / HD 7900 Series""",1996
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7570""",1996
"""NVIDIA Class 4 NVIDIA Corporation GeForce GT 730M/PCIe/SSE2""",1995
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon Pro 450 OpenGL Engine""",1992
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTX 670MX/PCIe/SSE2""",1981
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon(TM) RX 5600M Series""",1978
"""ATI    Class 3 ATI Technologies Inc. AMD 15D8:C8""",1974
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTS 250/PCIe/SSE2""",1971
"""NVIDIA Class 4 NVIDIA Corporation GeForce GT 1030/PCIe/SSE2""",1965
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7640G""",1965
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon R7 200 Series""",1964
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTX 580/PCIe/SSE2""",1963
"""INTEL  Class 3 Intel Inc. Intel(R) Iris(TM) Graphics 540""",1962
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 525M/PCIe/SSE2""",1953
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD - FirePro D500 OpenGL Engine""",1949
"""ATI    Class 5 ATI Technologies Inc. Radeon RX 560X""",1925
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD - FirePro D700 OpenGL Engine""",1915
"""INTEL  Class 1 Intel Intel(R) HD Graphics 4400""",1910
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTX 1080 with Max-Q Design/PCIe/SSE2""",1907
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7480D""",1904
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM) Vega 3 Graphics """,1896
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon R5 M230""",1884
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 6450""",1883
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon HD 4670 OpenGL Engine""",1882
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon(TM) R5 M430""",1872
"""ATI    Class 0 ATI Technologies Inc. AMD Radeon(TM) Vega 8 Graphics""",1852
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon Pro 5600M OpenGL Engine""",1841
"""INTEL  Class 3 Intel Inc. Intel(R) HD Graphics 615""",1840
"""INTEL  Class 5 Intel Intel(R) Iris(R) Plus Graphics""",1833
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 860M/PCIe/SSE2""",1827
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 520MX/PCIe/SSE2""",1818
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 6520G""",1808
"""ATI    Class 3 ATI Technologies Inc. AMD 15D8:C9""",1806
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GT 640M OpenGL Engine""",1805
"""NVIDIA Class 3 NVIDIA Corporation GeForce 410M/PCIe/SSE2""",1786
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 5570""",1785
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 760M/PCIe/SSE2""",1784
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon(TM) R7 Graphics""",1782
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon R7 240 Series""",1775
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTX 780M/PCIe/SSE2""",1768
"""NVIDIA Class 4 NVIDIA Corporation GeForce GT 710M/PCIe/SSE2""",1762
"""NVIDIA Class 4 NVIDIA Corporation GeForce 830M/PCIe/SSE2""",1757
"""INTEL  Class 2 Intel Intel(R) HD Graphics 5500""",1747
"""NVIDIA Class 5 NVIDIA Corporation Quadro P2000/PCIe/SSE2""",1746
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon (TM) R9 360""",1732
"""NVIDIA Class 3 NVIDIA Corporation Quadro K1000M/PCIe/SSE2""",1722
"""NVIDIA Class 2 NVIDIA Corporation GeForce GT 525M/PCIe/SSE2""",1720
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 8210""",1719
"""INTEL  Class 1 Intel Open Source Technology Center Mesa DRI Intel(R) HD Graphics 4600 (HSW GT2)""",1702
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon R5 200 Series""",1697
"""INTEL  Class 2 Intel Intel(R) HD Graphics 500""",1688
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 640M/PCIe/SSE2""",1653
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7520G""",1652
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 8670D""",1647
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon(TM) R7 M360""",1640
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon HD 5670 OpenGL Engine""",1634
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon R5""",1632
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon (TM) RX 570""",1632
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 6670""",1630
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7540D""",1621
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 8600M Series""",1597
"""NVIDIA Class 5 NVIDIA Corporation TITAN X (Pascal)/PCIe/SSE2""",1597
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 330M/PCIe/SSE2""",1575
"""INTEL  Class 1 Intel Open Source Technology Center Mesa DRI Intel(R) HD Graphics 4000 (IVB GT2)""",1570
"""NVIDIA Class 3 NVIDIA Corporation NVS 3100M/PCIe/SSE2""",1565
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon R5 M330""",1529
"""INTEL  Class 5 Intel Intel(R) Iris(R) Xe Graphics""",1522
"""NVIDIA Class 4 NVIDIA Corporation GeForce GT 545/PCIe/SSE2""",1491
"""NVIDIA Class 4 NVIDIA Corporation GeForce RTX 2060/PCIe/SSE2""",1474
"""NVIDIA Class 3 NVIDIA Corporation Quadro 600/PCIe/SSE2""",1471
"""INTEL  Class 1 Intel Intel(R) G41 Express Chipset""",1465
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon(TM) Vega 3 Graphics""",1450
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon R5 200 Series""",1446
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon VII""",1442
"""NVIDIA Class 3 NVIDIA Corporation GeForce 820M/PCIe/SSE2""",1438
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon R7 M440""",1433
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon(TM) Vega 3 Graphics""",1432
"""ATI    Class 3 ATI Technologies Inc. Radeon (TM) R7 M445""",1431
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon R7 240""",1424
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 7340 Graphics""",1418
"""NVIDIA Class 4 NVIDIA Corporation Quadro K2100M/PCIe/SSE2""",1407
"""NVIDIA Class 3 NVIDIA Corporation GeForce 940MX/PCIe/SSE2""",1396
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7570M""",1394
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 5670""",1385
"""NVIDIA Class 3 NVIDIA Corporation GeForce 310M/PCIe/SSE2""",1374
"""NVIDIA Class 4 NVIDIA Corporation Quadro K2000/PCIe/SSE2""",1369
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 8670M""",1365
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon HD 5750 OpenGL Engine""",1358
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTX 570/PCIe/SSE2""",1345
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 1060 with Max-Q Design/PCIe/SSE2""",1340
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon R7 250 Series""",1335
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 230M/PCIe/SSE2""",1330
"""NVIDIA Class 4 NVIDIA Corporation Quadro 4000/PCIe/SSE2""",1323
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon(TM) R6 Graphics""",1322
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7600G""",1322
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 7700 Series""",1321
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon (TM) R7 370 Series Graphics""",1313
"""NVIDIA Class 3 NVIDIA Corporation GeForce MX250/PCIe/SSE2""",1312
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon R5 330""",1296
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 670M/PCIe/SSE2""",1290
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 6320 Graphics""",1287
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 8570D""",1270
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTX 260/PCIe/SSE2""",1261
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 8400 / R3 Series""",1260
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon R7 M440""",1248
"""ATI    Class 5 ATI Technologies Inc. Radeon (TM) RX 460""",1243
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon HD 5770 OpenGL Engine""",1243
"""INTEL  Class 2 Intel Intel(R) UHD Graphics 605""",1229
"""NVIDIA Class 5 NVIDIA Corporation Quadro M1000M/PCIe/SSE2""",1227
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon Pro Vega 64 OpenGL Engine""",1221
"""ATI    Class 3 ATI Technologies Inc. ATI Mobility Radeon HD 4500 Series""",1218
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD - FirePro D300 OpenGL Engine""",1216
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 1050 Ti/PCIe/SSE2""",1202
"""INTEL  Class 3 Intel Mesa Intel(R) HD Graphics 530 (SKL GT2)""",1201
"""NVIDIA Class 3 NVIDIA Corporation GeForce 405/PCIe/SSE2""",1199
"""NVIDIA Class 5 NVIDIA Corporation Quadro M1200/PCIe/SSE2""",1197
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GTX 675MX OpenGL Engine""",1191
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7450""",1175
"""ATI    Class 5 ATI Technologies Inc. AMD 15DD Graphics""",1163
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 960M/PCIe/SSE2""",1162
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 8510G""",1161
"""INTEL  Class 3 Intel Intel(R) HD Graphics 5000""",1159
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 8240""",1150
"""NVIDIA Class 3 NVIDIA Corporation GeForce 810A/PCIe/SSE2""",1147
"""ATI    Class 4 ATI Technologies Inc. Radeon RX 570 Series""",1145
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 1050/PCIe/SSE2""",1145
"""NVIDIA Class 3 NVIDIA Corporation NVS 5400M/PCIe/SSE2""",1140
"""NVIDIA Class 5 NVIDIA Corporation Quadro K4000/PCIe/SSE2""",1137
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 7660D""",1132
"""ATI    Class 5 ATI Technologies Inc. Radeon RX 5500M""",1127
"""NVIDIA Class 3 NVIDIA Corporation GeForce 315M/PCIe/SSE2""",1126
"""ATI    Class 4 ATI Technologies Inc. ATI Radeon HD 4600 Series""",1124
"""INTEL  Class 3 Intel Mesa Intel(R) UHD Graphics 620 (KBL GT2)""",1120
"""NVIDIA Class 2 NVIDIA Corporation GeForce 8400 GS/PCIe/SSE2""",1117
"""ATI    Class 2 ATI Technologies Inc. ATI Radeon HD 4200""",1112
"""INTEL  Class 3 Intel Intel(R) HD Graphics 405""",1106
"""ATI    Class 3 ATI Technologies Inc. Radeon (TM) HD 8670M""",1104
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 8670D""",1104
"""ATI    Class 4 ATI Technologies Inc. Radeon RX 580 Series""",1102
"""INTEL  Class 3 Intel Intel(R) HD Graphics 6000""",1099
"""NVIDIA Class 5 NVIDIA Corporation Quadro M2000M/PCIe/SSE2""",1098
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon RX 6900 XT""",1094
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon(TM) R7 M440""",1087
"""INTEL  Class 1 Intel Intel(R) UHD Graphics 600""",1082
"""INTEL  Class 4 Intel Intel(R) Iris(R) Graphics 540""",1082
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon 6600M and 6700M Series""",1068
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon(TM) R9 270""",1068
"""ATI    Class 3 ATI Technologies Inc. Radeon (TM) 530""",1064
"""INTEL  Class 0 Intel Intel 945G""",1063
"""INTEL  Class 3 Intel Intel(R) HD Graphics 515""",1063
"""NVIDIA Class 3 NVIDIA Corporation Quadro K600/PCIe/SSE2""",1062
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7660D""",1057
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon (TM) R9 380 Series""",1056
"""INTEL  Class 3 Intel Inc. Intel(R) HD Graphics 515""",1051
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 1650/PCIe/SSE2""",1047
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 7560D""",1037
"""INTEL  Class 1 Intel Intel(R) G45/G43 Express Chipset""",1037
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 1070/PCIe/SSE2""",1033
"""NVIDIA Class 3 NVIDIA Corporation GeForce 8600 GT/PCIe/SSE2""",1030
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 460M/PCIe/SSE2""",1029
"""NVIDIA Class 5 NVIDIA Corporation Quadro P4000/PCIe/SSE2""",1029
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon R5 230""",1026
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon (TM) R9 Fury Series""",1024
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon R7 M265""",1021
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 1080/PCIe/SSE2""",1012
"""ATI    Class 4 ATI Technologies Inc. Radeon RX 560X Series""",1012
"""ATI    Class 4 ATI Technologies Inc. Radeon(TM) 530""",1011
"""ATI    Class 5 ATI Technologies Inc. Radeon RX Vega M GL Graphics""",1008
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 6550D""",1006
"""INTEL  Class 1 Intel Open Source Technology Center Mesa DRI Intel(R) HD Graphics 3000 (SNB GT2)""",990
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7500/7600 Series""",984
"""NVIDIA Class 4 NVIDIA Corporation GeForce 930A/PCIe/SSE2""",976
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 8200 / R3 Series""",975
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon (TM) R7 M360""",973
"""NVIDIA Class 4 NVIDIA Corporation GeForce MX250/PCIe/SSE2""",969
"""INTEL  Class 1 Intel Open Source Technology Center Mesa DRI Intel(R) Ivybridge Mobile """,953
"""INTEL  Class 1 Intel Open Source Technology Center Mesa DRI Intel(R) HD Graphics 2000 (SNB GT1)""",953
"""INTEL  Class 3 Intel Mesa Intel(R) HD Graphics 620 (KBL GT2)""",937
"""NVIDIA Class 4 NVIDIA Corporation GeForce GT 630M/PCIe/SSE2""",936
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 8500M""",934
"""NVIDIA Class 1 NVIDIA Corporation GeForce 210/PCIe/SSE2""",933
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 1050 Ti/PCIe/SSE2""",933
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 625/PCIe/SSE2""",930
"""INTEL  Class 0 Intel Intel 965/963 Graphics Media Accelerator""",928
"""INTEL  Class 2 Intel Intel(R) UHD Graphics""",926
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon (TM) RX 560""",925
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon(TM) Vega 6 Graphics""",906
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 8570D""",902
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 8750M""",900
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon RX 580 2048SP""",899
"""NVIDIA Class 5 NVIDIA Corporation GeForce RTX 3070 Laptop GPU/PCIe/SSE2""",898
"""NVIDIA Class 2 NVIDIA Corporation GeForce GT 320M/PCIe/SSE2""",896
"""NVIDIA Class 5 NVIDIA Corporation Quadro RTX 4000/PCIe/SSE2""",894
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon R6 Graphics""",888
"""NVIDIA Class 5 NVIDIA Corporation GeForce GTX 690/PCIe/SSE2""",887
"""NVIDIA Class 1 NVIDIA Corporation GeForce 6150SE nForce 430/integrated/SSE2""",886
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 550M/PCIe/SSE2""",881
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 6410D""",878
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7670M""",877
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GT 330M OpenGL Engine""",874
"""ATI    Class 5 ATI Technologies Inc. AMD Radeon(TM) Vega 8 Graphics""",871
"""NVIDIA Class 3 NVIDIA Corporation GeForce 710M/PCIe/SSE2""",869
"""NVIDIA Class 3 NVIDIA Corporation GeForce 910M/PCIe/SSE2""",860
"""ATI    Class 4 ATI Technologies Inc. 67EF:CF""",858
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon R9 M290 OpenGL Engine""",858
"""INTEL  Class 3 Intel Intel(R) Iris(TM) Graphics 5100""",857
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 620M/PCIe/SSE2""",851
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTS 250/PCIe/SSE2""",851
"""NVIDIA Class 4 NVIDIA Corporation Quadro K3100M/PCIe/SSE2""",850
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 1650/PCIe/SSE2""",850
"""INTEL  Class 3 Intel Mesa Intel(R) HD Graphics 520 (SKL GT2)""",845
"""INTEL  Class 1 Intel Open Source Technology Center Mesa DRI Intel(R) HD Graphics 4400 (HSW GT2)""",841
"""INTEL  Class 3 Intel Intel(R) HD Graphics 5300""",836
"""NVIDIA Class 4 NVIDIA Corporation GeForce GTX 1660 Ti/PCIe/SSE2""",835
"""ATI    Class 4 ATI Technologies Inc. AMD 15DD Graphics""",831
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 8570""",828
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon Pro Vega 16 OpenGL Engine""",826
"""INTEL  Class 3 Intel Mesa Intel(R) UHD Graphics 620 (WHL GT2)""",824
"""INTEL  Class 3 Intel Inc. Intel(R) HD Graphics 5300""",822
"""NVIDIA Class 3 NVIDIA Corporation NVIDIA GeForce GTX 660M OpenGL Engine""",814
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 8470""",810
"""ATI    Class 3 ATI Technologies Inc. AMD 15D8:CC""",809
"""ATI    Class 2 ATI Technologies Inc. ATI Radeon HD 4300/4500 Series""",806
"""NVIDIA Class 1 NVIDIA Corporation GeForce 7025 / nForce 630a/integrated/SSE2""",803
"""ATI    Class 5 ATI Technologies Inc. Radeon RX Vega M GH Graphics""",789
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 320/PCIe/SSE2""",788
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon HD 4600 Series""",782
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon(TM) HD 8510G""",779
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon (TM) R5 M335""",777
"""ATI    Class 5 ATI Technologies Inc. AMD 15D8:C8""",777
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 740M/PCIe/SSE2""",773
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon R9 M200X Series""",770
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 555M/PCIe/SSE2""",769
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 735M/PCIe/SSE2""",765
"""NVIDIA Class 3 NVIDIA Corporation Quadro 1000M/PCIe/SSE2""",765
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon R7 M265 Series""",760
"""NVIDIA Class 4 NVIDIA Corporation Quadro K2000M/PCIe/SSE2""",755
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon RX Vega 8 Graphics""",752
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 7400 Series""",747
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 8650G""",747
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 6290 Graphics""",743
"""INTEL  Class 4 Intel Intel(R) UHD Graphics 610""",740
"""ATI    Class 2 ATI Technologies Inc. AMD Radeon HD 8670D""",739
"""NVIDIA Class 5 NVIDIA Corporation TITAN RTX/PCIe/SSE2""",739
"""NVIDIA Class 2 NVIDIA Corporation GeForce G210/PCIe/SSE2""",734
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon(TM) Vega 8 Graphics """,732
"""NVIDIA Class 2 NVIDIA Corporation GeForce 9200M GS/PCIe/SSE2""",731
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 6470M""",721
"""ATI    Class 3 ATI Technologies Inc. ATI Radeon HD 5570""",718
"""NVIDIA Class 3 NVIDIA Corporation GeForce MX110/PCIe/SSE2""",711
"""NVIDIA Class 3 NVIDIA Corporation GeForce GTX 960M/PCIe/SSE2""",711
"""NVIDIA Class 3 NVIDIA Corporation GeForce GT 640M LE/PCIe/SSE2""",710
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon HD 8650G""",708
"""NVIDIA Class 4 NVIDIA Corporation Quadro K2000D/PCIe/SSE2""",703
"""ATI    Class 4 ATI Technologies Inc. AMD Radeon HD 7660G""",700
"""INTEL  Class 3 Intel Intel(R) UHD Graphics 615""",700
"""NVIDIA Class 4 NVIDIA Corporation Quadro 3000M/PCIe/SSE2""",698
"""ATI    Class 3 ATI Technologies Inc. AMD Radeon Pro 5700 OpenGL Engine""",697
"""ATI    Class 2 ATI Technologies Inc. ATI Mobility Radeon HD 5650""",692
"""ATI    Class 4 ATI Technologies Inc. ATI Radeon HD 4800 Series""",692
